"hmid","moment","concepts","agency","social","age","country","gender","married","parenthood","reflection","duration"
40089,"I get a child free night tonight at a dinner party.","food|party|family","yes","yes","27.0","USA","f","married","y","24h","all_day_im_still_feeling_it"
40097,"Noticing Girl Scouts selling cookies on my way home and buying some.","shopping|food","yes","yes","32.0","USA","f","married","y","24h","all_day_im_still_feeling_it"
40100,"Gonzaga won its Final Four basketball game.","entertainment","no","yes","40","USA","m","single","n","24h","a_few_minutes"
40107,"Spending the day with my sweetheart yesterday made my entire weekend better!","romance","yes","yes","52.0","USA","f","married","y","24h","half_a_day"
40116,"I had a chance to take a real nice nap in the afternoon, everybody went somewhere else but I stayed home.","weather","yes","no","27","USA","m","married","y","24h","at_least_one_hour"
40135,"My father started moving his fingers.","family","no","yes","39.0","ETH","f","married","y","24h","at_least_one_hour"
40187,"My brother saw that my yard needed to be mowed, and he came and mowed it all without me asking.","family","no","yes","32.0","USA","f","single","n","24h","all_day_im_still_feeling_it"
40192,"My best friend is coming into town this week and confirmed her plans with me yesterday, I am so excited to see her, it has almost been a year!","family","no","yes","24.0","USA","f","married","n","24h","all_day_im_still_feeling_it"
40196,"We just booked the 17th cabin on our upcoming group cruise.","vacation","yes","yes","65","USA","m","married","y","24h","all_day_im_still_feeling_it"
40197,"I started my wedding planning!","family|romance","yes","no","36.0","USA","f","single","n","24h","half_a_day"
40207,"My boyfriend got off early from work after I thought he would be there overnight.","romance","no","yes","22.0","USA","f","single","n","24h","at_least_one_hour"
40208,"I received a very special gift from my inlaws to celebrate 10 years of marriage that we celebrated this month.","party","yes","yes","33.0","USA","f","married","y","24h","at_least_one_hour"
40227,"I was able to afford a 4 pack of Blue Moon to watch with some cheesy Lifetime movies.","entertainment","yes","no","39.0","USA","f","single","y","24h","all_day_im_still_feeling_it"
40230,"I played peek a boo with my baby niece.","entertainment|family","yes","yes","38","USA","m","married","y","24h","a_few_minutes"
40242,"I passed my math test which was the deciding factor if I passed the class or not.","education","yes","no","27","USA","m","single","n","24h","half_a_day"
40252,"Watching my favorite anime shows","entertainment","yes","no","25","USA","m","single","n","24h","half_a_day"
40258,"I watched Family Guy while high.","family","yes","no","21.0","USA","m","single","n","24h","half_a_day"
40269,"When I watched more Big Bang Theory.","entertainment","yes","no","21","USA","m","single","n","24h","at_least_one_hour"
40283,"I watched my son attend a birthday party at a gymnastics studio and he was having so much fun running around and jumping.","party|family","yes","yes","34","USA","f","married","y","24h","at_least_one_hour"
40292,"Going to the movies with my dad.","entertainment","yes","yes","24","USA","m","single","n","24h","at_least_one_hour"
40297,"My dog's vet said she no longer need meds","animals","no","yes","35.0","USA","m","single","n","24h","all_day_im_still_feeling_it"
40301,"My daughter looking and me and smiling left me happy.","family","no","yes","32.0","USA","m","married","y","24h","all_day_im_still_feeling_it"
40302,"My kids hugging me and giving me kisses, telling me they love me.","family","no","yes","44.0","USA","f","married","y","24h","all_day_im_still_feeling_it"
40317,"I ate my favorite dinner, spaghetti","food","yes","no","38.0","USA","m","married","n","24h","at_least_one_hour"
40320,"Last night I had a long talk with a colleague I have known for nearly 30 years, yet we came to know entirely new facets of one another.","conversation","yes","yes","62.0","USA","f","single","n","24h","all_day_im_still_feeling_it"
40325,"I got to spend the day with my girlfriend and it was wonderful.","romance","yes","yes","26","USA","m","single","y","24h","all_day_im_still_feeling_it"
40335,"I woke up to discover that my daughter prepared breakfast for us, which we ate outside on our deck.","food|family","no","yes","53.0","USA","m","married","y","24h","half_a_day"
40346,"Watching a couple new movies that I had been wanting to see.","entertainment","yes","no","31.0","USA","f","single","n","24h","at_least_one_hour"
40380,"I got a good deal on three twelve pack of sodas.","career","yes","no","31","USA","m","single","n","24h","at_least_one_hour"
40394,"I read a really good book.","entertainment|education","yes","no","21.0","USA","m","single","n","24h","half_a_day"
40401,"My wife ""surprise hugging"" me made me happy.","family|romance","yes","yes","32.0","USA","m","married","y","24h","at_least_one_hour"
40416,"I got to put off a work project until tomorrow.","career","yes","no","25","USA","f","married","n","24h","half_a_day"
40429,"I had a real fun night out last night with great friends.","entertainment","yes","yes","29","USA","m","single","n","24h","half_a_day"
40431,"My dad called me to tell me that he bought plane tickets to surprise the children for thei birthday this month.","family","no","yes","29.0","USA","f","married","y","24h","all_day_im_still_feeling_it"
40443,"Got to eat some Brightside Skittles.","food","yes","no","32.0","USA","m","single","n","24h","at_least_one_hour"
40467,"I went to church.","religion","yes","no","32.0","USA","f","married","y","24h","half_a_day"
40468,"I attended my church.","religion","yes","yes","28.0","USA","m","married","y","24h","at_least_one_hour"
40473,"My husband told me we can take a trip to Europe in September.","vacation|family","no","yes","35","USA","f","married","n","24h","all_day_im_still_feeling_it"
40496,"Got news about back pay at work.","career|conversation","no","no","38","USA","f","single","n","24h","half_a_day"
40497,"I found out that my friend in Texas got a new job and is making great money now.","career","no","yes","35.0","USA","m","single","n","24h","at_least_one_hour"
40502,"I received a package in the mail that I have been waiting for awhile, I though it was lost in the mail.","career","no","no","44.0","USA","f","married","y","24h","at_least_one_hour"
40505,"We are Purchased a New car","shopping","yes","yes","34","IND","m","married","y","24h","at_least_one_hour"
40513,"Something that made me happy was I packed for the vacation to the Bahamas we're going on this week!","vacation","yes","yes","34","USA","f","married","y","24h","all_day_im_still_feeling_it"
40528,"I was feeling sick and made some good soup that was good for coping with being sick.","food","yes","no","25.0","USA","o","single","n","24h","a_few_minutes"
40534,"My boyfriend and I watched both NCAA basketball games without really caring which teams won, and talked about all sorts of stuff.","entertainment|romance","yes","yes","35","USA","f","divorced","y","24h","at_least_one_hour"
40554,"I talked to my mother on Skype and made her laugh.","family","yes","yes","40.0","USA","f","single","n","24h","at_least_one_hour"
40568,"I watched a movie with my kids.","entertainment","yes","yes","28.0","USA","m","married","y","24h","half_a_day"
40581,"My daughter was able to scan her items at the store and pay for them herself.","shopping","yes","yes","32","USA","m","married","y","24h","a_few_minutes"
40582,"I had a great phone call with my mom.","conversation|family","yes","yes","25","USA","f","married","n","24h","at_least_one_hour"
40584,"I got to spend time with my spouse away from tech and social media.","technology|family","yes","yes","31","USA","f","married","n","24h","at_least_one_hour"
40590,"I had sex with my wife","romance|family","yes","yes","38.0","USA","m","married","n","24h","a_few_minutes"
40595,"On my fun night out last night, one of the things we did was stop by Dave & Busters for a little bit of foods and games.","entertainment|food","yes","yes","29","USA","m","single","n","24h","at_least_one_hour"
40597,"My fiance texted me and asked if we wanted to go on a date night after he was off work.","romance","yes","yes","29.0","USA","f","single","n","24h","at_least_one_hour"
40598,"I cleaned my dads house for him so it was nice and smelled good.","family","yes","yes","44.0","USA","f","married","y","24h","at_least_one_hour"
40603,"I went to my cousins baby shower and it made me feel happy that i got to spend time with family.","family","yes","yes","28.0","USA","f","single","n","24h","half_a_day"
40630,"The wife and I took our 4 year old to Chili's for dinner.","family|food","yes","yes","38","USA","m","married","y","24h","at_least_one_hour"
40647,"When I awoke my dog was in bed with me.","animals","no","no","83","USA","m","married","y","24h","at_least_one_hour"
40650,"I went to church.","religion","yes","no","28.0","USA","f","married","n","24h","half_a_day"
40660,"Marriage of my Dearest friend","party","no","yes","34","IND","m","married","y","24h","half_a_day"
40662,"My daughter finally ate her lunch after weeks of not eating well.","food","no","yes","40","USA","f","married","y","24h","half_a_day"
40672,"Today I got to see two my friends who I hadn't seen for a few weeks.","vacation","no","yes","22","USA","m","single","n","24h","half_a_day"
40684,"Took the dogs for a walk.","animals","yes","no","57.0","USA","m","married","y","24h","at_least_one_hour"
40733,"My sister and I had a sleepover and talked about childhood memories.","conversation","yes","yes","31","USA","f","single","n","24h","all_day_im_still_feeling_it"
40736,"Walked around our Downtown for 5 miles with 2 dear friends.","exercise","yes","yes","37","USA","f","single","n","24h","all_day_im_still_feeling_it"
